NAME,PRICE,CUISINE_CATEGORY,CITY,REGION,URL,PAGE NO,OUTLET_TYPE,TIMING,REVIEWS,RATING,VOTES
Hotel Parimala,500.0,"North Indian,Fast Food,South Indian,Chinese,Beverages",Mumbai,Thane,https://www.zomato.com/mumbai/hotel-parimala-naupada-thane-west/info,188,Casual Dining,8am to 11pm(Mon-Sun),Good,3.8,123.0
Shanti Sagar,450.0,"Chinese,Fast Food,North Indian,South Indian,Street Food",Mumbai,Mira Road,https://www.zomato.com/mumbai/shanti-sagar-mira-road/info,188,Casual Dining,9am to 12midnight(Mon-Sun),Good,3.8,236.0
Reeta's Kitchen,400.0,North Indian,Mumbai,Thane,https://www.zomato.com/mumbai/reetas-kitchen-hiranandani-estate-thane-west/info,188,Quick Bites,8am to 10pm(Mon-Sun),Good,3.6,48.0
Stop Eat Repeat,550.0,"North Indian,Chinese,Fast Food,Momos",Mumbai,Parel,https://www.zomato.com/mumbai/stop-eat-repeat-parel/info,188,Quick Bites,11am to 11pm(Mon-Sun),Good,3.8,155.0
Cakes N Chemistry,550.0,"Cafe,Fast Food",Mumbai,Mulund,https://www.zomato.com/mumbai/cakes-n-chemistry-mulund-west/info,188,Café,"11am to 12midnight(Mon-Sat),1215pm to 1155pm(Sun)",Very Good,4.3,591.0
The Benchmark,1000.0,"Thai,North Indian,Malaysian,Chinese",Mumbai,Vasai,https://www.zomato.com/mumbai/the-benchmark-vasai/info,189,Casual Dining,12noon to 12midnight(Mon-Sun),Good,3.9,310.0
Only Rotis,250.0,North Indian,Mumbai,Andheri,https://www.zomato.com/mumbai/only-rotis-near-andheri-east-station/info,189,Quick Bites,11am to 11pm(Mon-Sun),Good,3.9,34.0
Chai Sutta Bar,400.0,Fast Food,Mumbai,Bhayandar,https://www.zomato.com/mumbai/chai-sutta-bar-bhayandar/info,189,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4.0,185.0
Sahebji,200.0,"Fast Food,Street Food",Mumbai,Borivali,https://www.zomato.com/mumbai/sahebji-borivali-west/info,189,Quick Bites,"1230pm to 1030pm(Mon,Tue,Thu,Sat,Sun)...",Good,3.8,41.0
Pink Peppers,800.0,"North Indian,Chinese,Continental",Mumbai,Marol,https://www.zomato.com/mumbai/pink-peppers-marol/info,189,Casual Dining,"11am to 330pm,730pm to 11pm(Mon-Sun)",Good,3.5,19.0
Small Hunger,100.0,Street Food,Mumbai,Andheri,https://www.zomato.com/mumbai/small-hunger-near-andheri-east-station/info,189,Quick Bites,9am to 9pm(Mon-Sun),Average,3.3,13.0
The Food Junction,300.0,"North Indian,Chinese",Mumbai,Kalyan,https://www.zomato.com/mumbai/the-food-junction-1-kalyan-thane/info,189,Quick Bites,12noon to 1130pm(Mon-Sun),Good,3.6,78.0
Surbhi Malvani Kitchen & Bar,600.0,"Malwani,North Indian,Chinese",Mumbai,Airoli,https://www.zomato.com/mumbai/surbhi-malvani-kitchen-bar-airoli-navi-mumbai/info,189,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.6,42.0
Famous Dabeli,200.0,Fast Food,Mumbai,Vasai,https://www.zomato.com/mumbai/famous-dabeli-vasai/info,189,Quick Bites,"12noon to 930pm(Mon-Sat),1230pm to 930pm(Sun)",Good,3.5,29.0
Cocoon- Dragonfly Hotel,1000.0,"North Indian,Chinese",Mumbai,Chakala,https://www.zomato.com/mumbai/cocoon-dragonfly-hotel-chakala/info,189,Casual Dining,7am to 11pm(Mon-Sun),Very Good,4.1,639.0
True Taste,400.0,"Mughlai,North Indian",Mumbai,Vasai,https://www.zomato.com/mumbai/true-taste-vasai/info,189,Quick Bites,11am to 11pm(Mon-Sun),Good,3.9,229.0
Urban Tapri Cafe,550.0,"Cafe,Beverages,Fast Food,North Indian",Mumbai,Vile Parle,https://www.zomato.com/mumbai/urban-tapri-cafe-vile-parle-east/info,189,Café,"830am to 1130pm(Mon-Sat),9am to 1130pm(Sun)",Very Good,4.0,404.0
Mezzo Veg Lounge,1400.0,"North Indian,Continental,Italian",Mumbai,Borivali,https://www.zomato.com/mumbai/mezzo-veg-lounge-borivali-west/info,189,Casual Dining,12noon to 12midnight(Mon-Sun),Good,3.8,862.0
The Cake Factory,500.0,"Bakery,Desserts",Mumbai,Mira Road,https://www.zomato.com/mumbai/the-cake-factory-mira-road/info,189,Bakery,7am to 12midnight(Mon-Sun),Very Good,4.2,603.0
Pritam's Global Cuisine,1200.0,"North Indian,Continental,Chinese,European",Mumbai,Thane,https://www.zomato.com/mumbai/pritams-global-cuisine-ghodbunder-road-thane/info,19,Casual Dining,1130am to 1am(Mon-Sun),Very Good,4.3,166.0
Bombay Eatery,1200.0,"Continental,Thai,Italian,Burmese,Mediterranean",Mumbai,Borivali,https://www.zomato.com/mumbai/bombay-eatery-borivali-west/info,19,Casual Dining,12noon to 1230AM(Mon-Sun),Good,3.6,264.0
Kings Snack Bar,600.0,"North Indian,Chinese,Mughlai",Mumbai,Chembur,https://www.zomato.com/mumbai/kings-snack-bar-chembur/info,19,Casual Dining,1130am to 245am(Mon-Sun),Good,3.9,715.0
Samudra Restaurant N Bar,850.0,"Maharashtrian,Goan,Mangalorean,Seafood,Chinese,North Indian",Mumbai,Thane,https://www.zomato.com/mumbai/samudra-restaurant-n-bar-panch-pakhadi-thane-west/info,19,Casual Dining,1130am to 1230AM(Mon-Sun),Good,3.8,183.0
Raju's Kitchen,900.0,"Chinese,North Indian,Biryani",Mumbai,Borivali,https://www.zomato.com/mumbai/rajus-kitchen-borivali-east/info,19,Casual Dining,"11am to 4am(Mon,Tue,Wed,Thu,Fri,Sun),11am...",Good,3.7,516.0
Scrumptiious,800.0,"Fast Food,Mexican,Italian,Continental",Mumbai,Andheri,https://www.zomato.com/mumbai/scrumptiious-versova/info,19,Casual Dining,730am to 130am(Mon-Sun),Good,3.9,791.0
Vahnilla & Co,600.0,"American,Mexican,Desserts,Beverages",Mumbai,Thane,https://www.zomato.com/mumbai/vahnilla-co-vasant-vihar-thane-west-thane/info,19,Quick Bites,1pm to 3am(Mon-Sun),Very Good,4.4,280.0
Alfredo's,1500.0,"Salad,Middle Eastern,Continental,Fast Food,Italian,Burger,Pizza",Mumbai,Andheri,https://www.zomato.com/mumbai/alfredos-andheri-lokhandwala/info,19,Casual Dining,1230pm to 1am(Mon-Sun),Good,3.8,1564.0
Achija,500.0,"Chinese,South Indian,Street Food,Juices",Mumbai,Mulund,https://www.zomato.com/mumbai/achija-mulund-west/info,19,Casual Dining,8am to 130am(Mon-Sun),Very Good,4.2,446.0
The Pancake Story,500.0,"Desserts,Beverages",Mumbai,Andheri,https://www.zomato.com/mumbai/the-pancake-story-andheri-lokhandwala/info,19,Dessert Parlor,10am to 1am(Mon-Sun),Very Good,4.2,536.0
Amuse,1400.0,"Continental,Italian,Chinese,Finger Food",Mumbai,Malad,https://www.zomato.com/mumbai/amuse-malad-west/info,19,Casual Dining,1130am to 130am(Mon-Sun),Very Good,4.0,1025.0
5 Spice,1100.0,"Chinese,Asian,Thai,Desserts",Mumbai,Mahim,https://www.zomato.com/mumbai/5-spice-mahim/info,19,Casual Dining,"12noon to 3pm,7pm to 3am(Mon-Sun)",Good,3.9,837.0
Stomach,500.0,Chinese,Mumbai,Bandra,https://www.zomato.com/mumbai/stomach-pali-hill-bandra-west/info,19,Casual Dining,1130am to 1230AM(Mon-Sun),Average,3.4,1229.0
Ice Cream Factory & Shahi Durbar,300.0,"Desserts,Ice Cream,Beverages,Juices",Mumbai,Andheri,https://www.zomato.com/mumbai/ice-cream-factory-shahi-durbar-mahakali/info,19,Dessert Parlor,12noon to 1am(Mon-Sun),Very Good,4.2,363.0
Malvan Tadka,700.0,Malwani,Mumbai,Thane,https://www.zomato.com/mumbai/malvan-tadka-panch-pakhadi-thane-west-thane/info,19,Casual Dining,"12midnight to 1230AM,11am to 4pm,7pm to ...",Very Good,4.1,439.0
Summer N Spice,800.0,"Fast Food,Mexican,Italian,Rolls,Beverages",Mumbai,Thane,https://www.zomato.com/mumbai/summer-n-spice-vasant-vihar-thane-west-thane/info,190,Casual Dining,"11am to 11pm(Mon-Thu),11am to 12midnight(Fri-Sun)",Very Good,4.2,240.0
Gattu's Chinese,500.0,Chinese,Mumbai,Vile Parle,https://www.zomato.com/mumbai/gattus-chinese-vile-parle-west/info,190,Casual Dining,"11am to 330pm,630pm to 1130pm(Mon-Sun)",Good,3.7,487.0
"HBO Cafe - Hey Belly, Ola!",500.0,"American,Continental,Indian,Fast Food",Mumbai,Fort,https://www.zomato.com/mumbai/hbo-cafe-hey-belly-ola-fort/info,190,Quick Bites,"1030am to 9pm(Mon-Sat),12noon to 10pm(Sun)",Good,3.8,295.0
Lean Meal Co.,600.0,"Continental,Italian,Mexican,Middle Eastern,Healthy Food",Mumbai,Vile Parle,https://www.zomato.com/mumbai/lean-meal-co-vile-parle-west/info,190,Quick Bites,"11am to 10pm(Mon-Sat),Closed(Sun)",Very Good,4.0,62.0
Bollywood  Hangout,650.0,"Pizza,Chinese,Mexican,Italian,Biryani,Continental,Thai",Mumbai,Kharghar,https://www.zomato.com/mumbai/bollywood-hangout-kharghar-navi-mumbai/info,190,Casual Dining,11am to 11pm(Mon-Sun),Good,3.9,227.0
Pooja Malai Gola,200.0,Desserts,Mumbai,Kandivali,https://www.zomato.com/mumbai/pooja-malai-gola-kandivali-west/info,190,Dessert Parlor,12noon to 12midnight(Mon-Sun),Good,3.8,62.0
NH1 Kitchen & Bar,750.0,"North Indian,Chinese,Seafood",Mumbai,Chakala,https://www.zomato.com/mumbai/nh1-kitchen-bar-chakala/info,190,Casual Dining,"11am to 4pm,7pm to 12midnight(Mon-Sun)",Good,3.8,606.0
Frugurpop,150.0,Ice Cream,Mumbai,Bandra,https://www.zomato.com/mumbai/frugurpop-pali-hill-bandra-west/info,190,Dessert Parlor,"1pm to 11pm(Mon,Tue,Wed,Fri,Sat,Sun),Closed...",Very Good,4.3,128.0
Amey,700.0,"North Indian,South Indian,Maharashtrian,Chinese,Street Food",Mumbai,Bandra,https://www.zomato.com/mumbai/amey-bandra-east/info,190,Casual Dining,8am to 11pm(Mon-Sun),Good,3.7,241.0
Surya Lunch Home,350.0,Chinese,Mumbai,Andheri,https://www.zomato.com/mumbai/surya-lunch-home-near-andheri-east-station/info,190,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,188.0
Caramel- Bakery & Patisserie,400.0,"Bakery,Desserts",Mumbai,Nerul,https://www.zomato.com/mumbai/caramel-bakery-patisserie-nerul-navi-mumbai/info,190,Bakery,10am to 12midnight(Mon-Sun),Good,3.8,90.0
Horizon,500.0,"Mughlai,Biryani,Chinese,North Indian",Mumbai,Nerul,https://www.zomato.com/mumbai/horizon-nerul-navi-mumbai/info,190,Casual Dining,1130am to 12midnight(Mon-Sun),Good,3.8,309.0
Cantonese,800.0,"North Indian,Chinese,Seafood",Mumbai,Thane,https://www.zomato.com/mumbai/cantonese-thane-east/info,190,Casual Dining,11am to 11pm(Mon-Sun),Good,3.9,174.0
Durga Restaurant and Bar,900.0,"North Indian,Chinese,Seafood",Mumbai,Matunga,https://www.zomato.com/mumbai/durga-restaurant-and-bar-matunga-east/info,191,Casual Dining,11am to 12midnight(Mon-Sun),Very Good,4.0,525.0
Laziz Seekh Kebab Corner,300.0,"Chinese,Kebab",Mumbai,Andheri,https://www.zomato.com/mumbai/laziz-seekh-kebab-corner-oshiwara/info,191,Quick Bites,7am to 12midnight(Mon-Sun),Good,3.6,82.0
Hotel Saroj & Sweet Mart,500.0,"South Indian,Fast Food,Chinese,North Indian",Mumbai,Chembur,https://www.zomato.com/mumbai/hotel-saroj-sweet-mart-chembur/info,191,Casual Dining,8am to 11pm(Mon-Sun),Good,3.9,442.0
Vintage Garden,650.0,"Chinese,Continental,North Indian,Pizza,Seafood",Mumbai,Thane,https://www.zomato.com/mumbai/vintage-garden-owale-thane-west-thane/info,191,Casual Dining,11am to 1130pm(Mon-Sun),Average,2.7,13.0
Hotel Shree Bholenath,550.0,"Chinese,North Indian",Mumbai,Vile Parle,https://www.zomato.com/mumbai/hotel-shree-bholenath-vile-parle-east/info,191,Casual Dining,11am to 11pm(Mon-Sun),Good,3.7,93.0
Meghdoot,1000.0,"North Indian,Chinese,Continental",Mumbai,Ghatkopar,https://www.zomato.com/mumbai/meghdoot-ghatkopar-west/info,191,Casual Dining,"12noon to 350pm,7pm to 1145pm(Mon-Sun)",Good,3.8,319.0
Manoj Ice Cream,200.0,"Ice Cream,Desserts",Mumbai,Malad,https://www.zomato.com/mumbai/manoj-ice-cream-malad-west/info,191,Dessert Parlor,6am to 1030pm(Mon-Sun),Good,3.7,49.0
Dosa Plaza,400.0,"South Indian,Chinese,Street Food,Beverages",Mumbai,Nerul,https://www.zomato.com/mumbai/dosa-plaza-nerul-navi-mumbai/info,191,Quick Bites,8am to 1030pm(Mon-Sun),Good,3.9,528.0
Under The Banyan Tree,1200.0,"Italian,Pizza,Salad",Mumbai,Peddar Road,https://www.zomato.com/mumbai/under-the-banyan-tree-peddar-road/info,191,Casual Dining,830am to 1130pm(Mon-Sun),Good,3.8,679.0
Oven Fresh,300.0,"Bakery,Fast Food",Mumbai,Panvel,https://www.zomato.com/mumbai/oven-fresh-new-panvel-navi-mumbai/info,191,Bakery,7am to 1030pm(Mon-Sun),Good,3.5,33.0
House Of Bhagat Tarachand,600.0,North Indian,Mumbai,Thane,https://www.zomato.com/mumbai/house-of-bhagat-tarachand-2-panch-pakhadi-thane-west/info,191,Casual Dining,"12noon to 4pm,7pm to 11pm(Mon-Sun)",Very Good,4.0,262.0
Go Foodiee,400.0,Fast Food,Mumbai,Kandivali,https://www.zomato.com/mumbai/go-foodiee-1-kandivali-west/info,191,Quick Bites,1230pm to 1145pm(Mon-Sun),Good,3.9,259.0
HumTea DumTea,250.0,Fast Food,Mumbai,Dadar,https://www.zomato.com/mumbai/humtea-dumtea-dadar-west/info,191,Quick Bites,"9am to 9pm(Mon-Sat),Closed(Sun)",Good,3.9,88.0
Tipsy Panda,600.0,"Asian,Chinese,Japanese,Thai",Mumbai,Virar,https://www.zomato.com/mumbai/tipsy-panda-virar/info,191,Casual Dining,"12noon to 330pm,7pm to 12midnight(Mon-Sun)",Good,3.9,235.0
Chhaya Chatakaas,400.0,"Fast Food,Burger,Sandwich",Mumbai,Goregaon,https://www.zomato.com/mumbai/chhaya-chatakaas-goregaon-west/info,191,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.6,43.0
MD Shakes n Salads,400.0,"Fast Food,Beverages",Mumbai,Nerul,https://www.zomato.com/mumbai/md-shakes-n-salads-nerul-navi-mumbai/info,192,Quick Bites,"7am to 11pm(Mon-Sat),11am to 11pm(Sun)",Good,3.6,78.0
Hotel Palace Family Restaurant and Bar,450.0,"North Indian,Chinese",Mumbai,Ulhasnagar,https://www.zomato.com/mumbai/hotel-palace-family-restaurant-and-bar-ulhasnagar/info,192,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.6,30.0
Express Food Deliver,300.0,Fast Food,Mumbai,Goregaon,https://www.zomato.com/mumbai/express-food-deliver-goregaon-east/info,192,Quick Bites,10am to 11pm(Mon-Sun),Good,3.8,113.0
Chatkara,500.0,North Indian,Mumbai,Khar,https://www.zomato.com/mumbai/chatkara-khar/info,192,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,34.0
Soniya Chinese Corner,250.0,Chinese,Mumbai,Navi Mumbai,https://www.zomato.com/mumbai/soniya-chinese-corner-ulwe-navi-mumbai/info,192,Quick Bites,1130am to 1145pm(Mon-Sun),Average,3.2,12.0
Flavours in Fusion,600.0,"Mexican,Italian,Burger,Salad,Healthy Food,Sandwich,Continental",Mumbai,Vile Parle,https://www.zomato.com/mumbai/flavours-in-fusion-vile-parle-east/info,192,Quick Bites,"12noon to 5pm,730pm to 1030pm(Mon-Sun)",Good,3.9,136.0
Chef Kitchen,500.0,"Chinese,North Indian,Rolls",Mumbai,Sion,https://www.zomato.com/mumbai/chef-kitchen-sion/info,192,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.4,266.0
Jango's Pizza,350.0,Pizza,Mumbai,Mahim,https://www.zomato.com/mumbai/jangos-pizza-mahim/info,192,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,51.0
Celebration Bakers And Confectionaries,300.0,"Bakery,Fast Food",Mumbai,Kurla,https://www.zomato.com/mumbai/celebration-bakers-and-confectionaries-kurla/info,192,Bakery,9am to 12midnight(Mon-Sun),Average,3.4,35.0
Soi Kitchen,800.0,"Chinese,Thai,North Indian,Modern Indian,Momos",Mumbai,Chembur,https://www.zomato.com/mumbai/soi-kitchen-chembur/info,192,Casual Dining,"12noon to 4pm,7pm to 12midnight(Mon-Sun)",Good,3.9,663.0
Saffron Cafeteria,350.0,"North Indian,Chinese",Mumbai,Nalasopara,https://www.zomato.com/mumbai/saffron-cafeteria-nalasopara/info,192,Quick Bites,"12noon to 330pm,630pm to 12midnight(Mon-Sun)",Good,3.8,151.0
Texas - Italian | Mexican | Sizzlers,900.0,"Italian,Mexican",Mumbai,Mira Road,https://www.zomato.com/mumbai/texas-italian-mexican-sizzlers-mira-road/info,192,Casual Dining,12noon to 12midnight(Mon-Sun),Good,3.6,124.0
Purshottam Kandoi Haribhai Damodar Mithaiwala,200.0,"Mithai,Street Food",Mumbai,Ghatkopar,https://www.zomato.com/mumbai/purshottam-kandoi-haribhai-damodar-mithaiwala-1-ghatkopar-east/info,192,Quick Bites,"Closed(Mon),7am to 130pm,330pm to 9pm(Tue-Sun)",Very Good,4.1,133.0
Lollipop,700.0,"Italian,Chinese",Mumbai,Dombivali,https://www.zomato.com/mumbai/lollipop-dombivali-east/info,192,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,454.0
"Uwiee's Burger, Fries & More",300.0,"Fast Food,Burger",Mumbai,Vasai,https://www.zomato.com/mumbai/uwiees-burger-fries-more-1-vasai/info,192,Quick Bites,9am to 1045pm(Mon-Sun),Good,3.6,55.0
Malini's Health Kitchen,300.0,South Indian,Mumbai,Vikhroli,https://www.zomato.com/mumbai/malinis-health-kitchen-vikhroli/info,193,Quick Bites,8am to 10pm(Mon-Sun),Good,3.8,172.0
Manthan Hotel,500.0,"North Indian,South Indian",Mumbai,Nalasopara,https://www.zomato.com/mumbai/manthan-hotel-nalasopara/info,193,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.5,26.0
God's Gift,400.0,Chinese,Mumbai,Vile Parle,https://www.zomato.com/mumbai/gods-gift-vile-parle-west/info,193,Quick Bites,"12noon to 12midnight(Mon),11am to 11pm(Tue-Sun)",Average,3.3,11.0
Bhagwati Veg Restaurant,300.0,"North Indian,Fast Food,Chinese,South Indian",Mumbai,Borivali,https://www.zomato.com/mumbai/bhagwati-veg-restaurant-2-borivali-west/info,193,Quick Bites,9am to 12midnight(Mon-Sun),Good,3.5,30.0
Navgraha Pure Veg.,500.0,"Chinese,Street Food,North Indian,South Indian,Beverages",Mumbai,Chembur,https://www.zomato.com/mumbai/navgraha-pure-veg-chembur/info,193,Casual Dining,9am to 1130pm(Mon-Sun),Good,3.6,257.0
Times Of Paratha,350.0,"North Indian,Fast Food,Beverages,Desserts",Mumbai,Andheri,https://www.zomato.com/mumbai/times-of-paratha-oshiwara/info,193,Quick Bites,"9am to 4pm,7pm to 12midnight(Mon-Sun)",Good,3.6,40.0
Celebrity,750.0,"Mughlai,North Indian,Lucknowi,Kebab,Biryani,Chinese",Mumbai,Vasai,https://www.zomato.com/mumbai/celebrity-vasai/info,193,Casual Dining,"11am to 330pm,6pm to 1130pm(Mon-Sun)",Good,3.8,415.0
Anna Punjabi,550.0,"North Indian,South Indian,Chinese,Fast Food",Mumbai,Chakala,https://www.zomato.com/mumbai/anna-punjabi-chakala/info,193,Casual Dining,8am to 12midnight(Mon-Sun),Good,3.9,384.0
180° Bistro,850.0,"Cafe,European,Italian,American,North Indian",Mumbai,Marol,https://www.zomato.com/mumbai/180°-bistro-1-marol/info,193,Café,10am to 11pm(Mon-Sun),Good,3.9,173.0
Polenta,650.0,"BBQ,Salad,American,Continental,North Indian,Italian,Desserts,Pizza",Mumbai,Andheri,https://www.zomato.com/mumbai/polenta-andheri-lokhandwala/info,193,Quick Bites,12noon to 12midnight(Mon-Sun),Good,3.9,184.0
The Delhi Spice,400.0,"Chinese,Fast Food,North Indian",Mumbai,Goregaon,https://www.zomato.com/mumbai/the-delhi-spice-goregaon-east/info,193,Quick Bites,930am to 12midnight(Mon-Sun),Excellent,4.5,68.0
CP Tank Pasta,200.0,"Pizza,Fast Food",Mumbai,Charni Road,https://www.zomato.com/mumbai/cp-tank-pasta-charni-road/info,193,Quick Bites,2pm to 12midnight(Mon-Sun),Good,3.8,84.0
Apollo Restaurant,600.0,"Fast Food,Chinese",Mumbai,Thane,https://www.zomato.com/mumbai/apollo-restaurant-majiwada-thane-west-thane/info,193,Quick Bites,11am to 1230AM(Mon-Sun),Average,3.4,8.0
Gazal,800.0,"North Indian,Chinese,Mughlai",Mumbai,Thane,https://www.zomato.com/mumbai/gazal-majiwada-thane-west-thane/info,193,Casual Dining,6pm to 1am(Mon-Sun),Average,2.8,28.0
Coastal Spice,700.0,"North Indian,Chinese,Seafood,Fast Food,Biryani",Mumbai,Airoli,https://www.zomato.com/mumbai/coastal-spice-airoli-navi-mumbai/info,194,Casual Dining,11am to 1am(Mon-Sun),Good,3.5,61.0
Ashirwad,850.0,"North Indian,Mughlai,Chinese,Biryani",Mumbai,Dadar,https://www.zomato.com/mumbai/ashirwad-dadar-east/info,194,Casual Dining,1130am to 130am(Mon-Sun),Good,3.7,127.0
Captain Cook,1000.0,"Chinese,North Indian",Mumbai,Mumbai Central,https://www.zomato.com/mumbai/captain-cook-mumbai-central/info,194,Casual Dining,1130am to 130am(Mon-Sun),Good,3.5,35.0
Hotel A-1 Darbar,500.0,"Chinese,North Indian,Mughlai",Mumbai,Jogeshwari,https://www.zomato.com/mumbai/hotel-a-1-darbar-jogeshwari/info,194,Casual Dining,8am to 1230AM(Mon-Sun),Average,3.2,21.0
Dhanraj,600.0,"Chinese,Fast Food,North Indian,Seafood",Mumbai,Chembur,https://www.zomato.com/mumbai/dhanraj-chembur/info,194,Casual Dining,11am to 1230AM(Mon-Sun),Average,3.2,23.0
A Cafe Kitchen,500.0,"Fast Food,Italian,Desserts,Healthy Food,Burger,Salad",Mumbai,Andheri,https://www.zomato.com/mumbai/a-cafe-kitchen-azad-nagar/info,194,Quick Bites,830am to 6am(Mon-Sun),Average,3.2,70.0
King Of Kulfi,100.0,"Desserts,Ice Cream",Mumbai,Dadar,https://www.zomato.com/mumbai/king-of-kulfi-1-dadar-east/info,194,Dessert Parlor,11am to 1245AM(Mon-Sun),Average,3.1,29.0
Punjab Da Chullah- Bar Bank,500.0,"Fast Food,North Indian",Mumbai,Juhu,https://www.zomato.com/mumbai/punjab-da-chullah-bar-bank-juhu/info,194,Food Truck,12noon to 1am(Mon-Sun),Average,3.4,26.0
Al Kebabi,500.0,"BBQ,Chinese,Lebanese",Mumbai,Byculla,https://www.zomato.com/mumbai/al-kebabi-byculla/info,194,Quick Bites,6pm to 2am(Mon-Sun),Average,3.3,4.0
Ashvita,600.0,"North Indian,Chinese,Seafood",Mumbai,Sion,https://www.zomato.com/mumbai/ashvita-kamothe-navi-mumbai/info,194,Casual Dining,"12midnight to 1230AM,1130am to 12midnight...",Good,3.5,98.0
Raju's Chinese Corner,400.0,Chinese,Mumbai,Borivali,https://www.zomato.com/mumbai/rajus-chinese-corner-borivali-west/info,194,Quick Bites,"730pm to 1230AM(Mon,Tue,Wed,Thu,Fri,Sun)...",Good,3.6,44.0
Lime & Spice,850.0,"North Indian,Chinese,Continental,Seafood",Mumbai,Dahisar,https://www.zomato.com/mumbai/lime-spice-dahisar-west/info,194,Casual Dining,11am to 1230AM(Mon-Sun),Good,3.5,167.0
Fried Hut,150.0,Fast Food,Mumbai,Mira Road,https://www.zomato.com/mumbai/fried-hut-mira-road/info,194,Quick Bites,11am to 2am(Mon-Sun),Average,2.7,64.0
Sai Sagar,700.0,"North Indian,South Indian,Chinese",Mumbai,Thane,https://www.zomato.com/mumbai/sai-sagar-ghodbunder-road-thane/info,195,Casual Dining,11am to 1230AM(Mon-Sun),Average,2.8,142.0
Samosas Vadilal,150.0,"Desserts,Ice Cream,Street Food",Mumbai,Powai,https://www.zomato.com/mumbai/samosas-vadilal-powai/info,195,Quick Bites,9am to 1230AM(Mon-Sun),Good,3.9,199.0
Plateful India,400.0,"Fast Food,Sandwich,Burger,Beverages",Mumbai,Nerul,https://www.zomato.com/mumbai/plateful-india-1-nerul-navi-mumbai/info,195,Quick Bites,"4pm to 2am(Mon,Tue,Thu,Fri,Sat,Sun),Closed...",Good,3.7,37.0
Kebab-e-Hind,250.0,"North Indian,Mughlai",Mumbai,Andheri,https://www.zomato.com/mumbai/kebab-e-hind-near-andheri-west-station/info,195,Quick Bites,12noon to 3am(Mon-Sun),Average,3.2,8.0
Feast2Fit,300.0,Chinese,Mumbai,Jogeshwari,https://www.zomato.com/mumbai/feast2fit-jogeshwari/info,195,Quick Bites,1130am to 1am(Mon-Sun),Good,3.5,29.0
Arabicano,400.0,"Pizza,Arabian,Sandwich,Burger",Mumbai,Borivali,https://www.zomato.com/mumbai/arabicano-borivali-west/info,195,Quick Bites,"12noon to 6am(Mon),11am to 6am(Tue-Sun)",Average,3.3,315.0
Drink Eat Repeat,900.0,"Chinese,Italian,North Indian",Mumbai,CBD Belapur,https://www.zomato.com/mumbai/drink-eat-repeat-cbd-belapur-navi-mumbai/info,195,Bar,1130am to 1am(Mon-Sun),Very Good,4.1,240.0
Arabian Al Lazeez,300.0,"Lebanese,Mughlai",Mumbai,Jogeshwari,https://www.zomato.com/mumbai/arabian-al-lazeez-2-jogeshwari/info,195,Quick Bites,4pm to 1am(Mon-Sun),Average,3.4,20.0
Food By Kilo,450.0,"North Indian,Chinese",Mumbai,Sion,https://www.zomato.com/mumbai/food-by-kilo-sion/info,195,Quick Bites,12noon to 1am(Mon-Sun),Average,3.2,25.0
Shree Devi,400.0,"Chinese,North Indian,Mangalorean,Beverages",Mumbai,Andheri,https://www.zomato.com/mumbai/shree-devi-near-andheri-east-station/info,195,Quick Bites,11am to 1230AM(Mon-Sun),Good,3.6,65.0
Biryania,300.0,Biryani,Mumbai,Mohammad Ali Road,https://www.zomato.com/mumbai/biryania-mohammad-ali-road/info,195,Quick Bites,"121AM to 3am,12noon to 4pm,6pm to 12midnight...",Good,3.8,270.0
Eat-O-Logy,800.0,"North Indian,Rolls",Mumbai,Bandra,https://www.zomato.com/mumbai/eat-o-logy-pali-hill-bandra-west/info,195,Quick Bites,6pm to 2am(Mon-Sun),Good,3.9,121.0
The Veg Treat,700.0,"North Indian,Chinese,Fast Food,South Indian",Mumbai,Borivali,https://www.zomato.com/mumbai/the-veg-treat-borivali-west/info,195,Casual Dining,10am to 12midnight(Mon-Sun),Good,3.7,470.0
89 China Town,700.0,"Chinese,Thai,Seafood",Mumbai,Mira Road,https://www.zomato.com/mumbai/89-china-town-mira-road/info,195,Casual Dining,1130am to 1130pm(Mon-Sun),Average,3.4,320.0
Pink Dragon,850.0,"Chinese,Seafood",Mumbai,Mira Road,https://www.zomato.com/mumbai/pink-dragon-mira-road/info,196,Casual Dining,"1130am to 3pm,630pm to 11pm(Mon-Sun)",Good,3.8,274.0
Vishwanand,600.0,"North Indian,South Indian,Chinese,Fast Food,Beverages",Mumbai,CBD Belapur,https://www.zomato.com/mumbai/vishwanand-cbd-belapur-navi-mumbai/info,196,Casual Dining,"11am to 4pm,7pm to 11pm(Mon-Sun)",Good,3.8,220.0
